Pi Timestamp,Arduino Time (ms),Pulse Count (Inlet)
2025-05-04 18:06:42.294,47000,0
2025-05-04 18:06:42.295,47500,0
2025-05-04 18:06:42.296,48000,0
2025-05-04 18:06:42.297,48500,0
2025-05-04 18:06:42.297,49000,0
2025-05-04 18:06:42.298,49500,0
2025-05-04 18:06:42.298,50000,0
2025-05-04 18:06:42.299,50500,0
2025-05-04 18:06:42.299,51000,0
2025-05-04 18:06:42.299,51500,0
2025-05-04 18:06:42.300,52000,0
2025-05-04 18:06:42.300,52500,0
2025-05-04 18:06:42.300,53000,0
2025-05-04 18:06:42.304,500,0
2025-05-04 18:06:42.803,1000,0
2025-05-04 18:06:43.303,1500,0
2025-05-04 18:06:43.802,2000,0
2025-05-04 18:06:44.302,2500,0
2025-05-04 18:06:44.801,3000,0
2025-05-04 18:06:45.301,3500,0
2025-05-04 18:06:45.801,4000,0
2025-05-04 18:06:46.301,4500,0
2025-05-04 18:06:46.800,5000,0
2025-05-04 18:06:47.300,5500,0
2025-05-04 18:06:47.800,6000,0
2025-05-04 18:06:48.299,6500,0
2025-05-04 18:06:48.799,7000,0
2025-05-04 18:06:49.299,7500,0
2025-05-04 18:06:49.798,8000,0
2025-05-04 18:06:50.298,8500,0
2025-05-04 18:06:50.798,9000,0
2025-05-04 18:06:51.298,9500,0
2025-05-04 18:06:51.801,10000,0
2025-05-04 18:06:52.304,10500,0
2025-05-04 18:06:52.801,11000,0
2025-05-04 18:06:53.300,11500,0
2025-05-04 18:06:53.800,12000,0
2025-05-04 18:06:54.300,12500,0
2025-05-04 18:06:54.799,13000,0
2025-05-04 18:06:55.299,13500,0
2025-05-04 18:06:55.799,14000,0
2025-05-04 18:06:56.298,14500,0
2025-05-04 18:06:56.798,15000,0
2025-05-04 18:06:57.298,15500,0
2025-05-04 18:06:57.798,16000,0
2025-05-04 18:06:58.297,16500,0
2025-05-04 18:06:58.797,17000,0
2025-05-04 18:06:59.300,17500,0
2025-05-04 18:06:59.796,18000,0
2025-05-04 18:07:00.296,18500,0
2025-05-04 18:07:00.796,19000,0
2025-05-04 18:07:01.295,19500,0
2025-05-04 18:07:01.795,20000,0
2025-05-04 18:07:02.295,20500,0
2025-05-04 18:07:02.794,21000,0
2025-05-04 18:07:03.294,21500,0
2025-05-04 18:07:03.794,22000,0
2025-05-04 18:07:04.293,22500,0
2025-05-04 18:07:04.793,23000,0
2025-05-04 18:07:05.293,23500,0
2025-05-04 18:07:05.793,24000,0
2025-05-04 18:07:06.292,24500,0
2025-05-04 18:07:06.792,25000,0
2025-05-04 18:07:07.292,25500,0
2025-05-04 18:07:07.791,26000,0
2025-05-04 18:07:08.291,26500,0
2025-05-04 18:07:08.791,27000,0
2025-05-04 18:07:09.290,27500,0
2025-05-04 18:07:09.790,28000,0
2025-05-04 18:07:10.290,28500,0
2025-05-04 18:07:10.790,29000,0
2025-05-04 18:07:11.289,29500,0
2025-05-04 18:07:11.789,30000,0
2025-05-04 18:07:12.289,30500,0
2025-05-04 18:07:12.788,31000,0
2025-05-04 18:07:13.288,31500,0
2025-05-04 18:07:13.788,32000,0
2025-05-04 18:07:14.287,32500,0
2025-05-04 18:07:14.787,33000,0
2025-05-04 18:07:15.287,33500,0
2025-05-04 18:07:15.787,34000,0
2025-05-04 18:07:16.286,34500,0
2025-05-04 18:07:16.786,35000,0
2025-05-04 18:07:17.286,35500,0
2025-05-04 18:07:17.785,36000,0
2025-05-04 18:07:18.285,36500,0
2025-05-04 18:07:18.785,37000,0
2025-05-04 18:07:19.284,37500,0
2025-05-04 18:07:19.784,38000,0
2025-05-04 18:07:20.284,38500,0
2025-05-04 18:07:20.783,39000,0
2025-05-04 18:07:21.283,39500,0
2025-05-04 18:07:21.783,40000,0
2025-05-04 18:07:22.282,40500,0
2025-05-04 18:07:22.782,41000,0
2025-05-04 18:07:23.282,41500,0
2025-05-04 18:07:23.782,42000,0
2025-05-04 18:07:24.281,42500,0
2025-05-04 18:07:24.781,43000,0
2025-05-04 18:07:25.281,43500,0
2025-05-04 18:07:25.780,44000,0
2025-05-04 18:07:26.280,44500,0
2025-05-04 18:07:26.780,45000,0
2025-05-04 18:07:27.279,45500,0
2025-05-04 18:07:27.779,46000,0
2025-05-04 18:07:28.279,46500,0
2025-05-04 18:07:28.779,47000,0
2025-05-04 18:07:29.278,47500,0
2025-05-04 18:07:29.778,48000,0
2025-05-04 18:07:30.278,48500,0
2025-05-04 18:07:30.777,49000,0
2025-05-04 18:07:31.277,49500,0
2025-05-04 18:07:31.777,50000,0
2025-05-04 18:07:32.276,50500,0
2025-05-04 18:07:32.776,51000,0
2025-05-04 18:07:33.276,51500,0
2025-05-04 18:07:33.776,52000,0
2025-05-04 18:07:34.275,52500,0
2025-05-04 18:07:34.775,53000,0
2025-05-04 18:07:35.275,53500,0
2025-05-04 18:07:35.774,54000,0
2025-05-04 18:07:36.274,54500,0
2025-05-04 18:07:36.774,55000,0
2025-05-04 18:07:37.273,55500,0
2025-05-04 18:07:37.773,56000,0
2025-05-04 18:07:38.273,56500,0
2025-05-04 18:07:38.773,57000,0
