Pi Timestamp,Arduino Time (ms),Inlet Flow (L/min),Outlet Flow (L/min),Inlet Pressure (PSI),Outlet Pressure (PSI),Motor Current (A),Motor Voltage (V),Motor RPM
2025-05-04 16:55:34.718,200,0.00,0.00,0.00,0.00,-0.018,11.362,1812.10
2025-05-04 16:55:34.722,300,0.00,80.00,0.00,0.00,-0.018,11.362,1812.10
2025-05-04 16:55:34.724,400,0.00,0.00,0.00,0.00,-0.018,11.362,1812.10
2025-05-04 16:55:34.749,500,0.00,0.00,0.00,0.00,-0.018,11.362,1812.10
2025-05-04 16:55:34.848,600,0.00,0.00,0.00,0.00,-0.018,11.362,1812.10
2025-05-04 16:55:34.951,700,0.00,80.00,0.00,0.00,-1.039,11.362,1970.46
2025-05-04 16:55:35.048,800,0.00,80.00,0.00,0.00,-1.039,12.527,1970.46
2025-05-04 16:55:35.153,900,0.00,80.00,0.00,0.00,-1.039,12.527,2123.78
2025-05-04 16:55:35.253,1000,80.00,80.00,0.00,0.00,-1.809,13.787,2123.78
2025-05-04 16:55:35.353,1100,0.00,80.00,0.00,0.00,-1.809,13.787,2123.78
2025-05-04 16:55:35.450,1200,0.00,80.00,0.00,0.00,-2.006,13.787,2300.39
2025-05-04 16:55:35.552,1300,80.00,160.00,0.00,0.00,-2.006,16.568,2300.39
2025-05-04 16:55:35.650,1400,0.00,160.00,0.00,0.00,-2.006,16.568,2464.27
2025-05-04 16:55:35.752,1500,80.00,80.00,0.00,0.00,-1.433,17.442,2464.27
2025-05-04 16:55:35.851,1600,80.00,160.00,0.00,0.00,-1.433,17.442,2464.27
2025-05-04 16:55:35.949,1700,0.00,80.00,0.00,0.00,-1.737,17.442,2645.40
2025-05-04 16:55:36.054,1800,80.00,160.00,0.00,0.00,-1.737,18.698,2645.40
2025-05-04 16:55:36.151,1900,80.00,80.00,0.00,0.00,-1.737,18.698,2822.51
2025-05-04 16:55:36.252,2000,160.00,240.00,0.00,0.00,-1.719,19.733,2822.51
2025-05-04 16:55:36.355,2100,80.00,240.00,0.00,0.00,-1.719,19.733,2822.51
2025-05-04 16:55:36.453,2200,80.00,160.00,0.00,0.00,-1.809,19.733,2975.43
2025-05-04 16:55:36.556,2300,160.00,240.00,0.00,0.00,-1.809,20.158,2975.43
2025-05-04 16:55:36.654,2400,160.00,320.00,0.00,0.00,-1.809,20.158,3040.03
2025-05-04 16:55:36.752,2500,80.00,160.00,0.00,0.00,-1.576,20.150,3040.03
2025-05-04 16:55:36.856,2600,160.00,240.00,0.00,0.00,-1.576,20.150,3040.03
2025-05-04 16:55:36.953,2700,160.00,400.00,0.00,0.00,-1.576,20.150,3052.97
2025-05-04 16:55:37.051,2800,240.00,240.00,0.00,0.00,-1.272,20.179,3052.97
2025-05-04 16:55:37.153,2900,160.00,400.00,0.00,0.00,-1.272,20.179,3052.97
2025-05-04 16:55:37.252,3000,160.00,240.00,0.00,0.00,-1.665,20.162,3028.10
2025-05-04 16:55:37.354,3100,240.00,320.00,0.00,0.00,-1.665,20.162,3028.10
2025-05-04 16:55:37.452,3200,160.00,320.00,0.00,0.00,-1.665,20.162,3043.39
2025-05-04 16:55:37.551,3300,240.00,400.00,0.00,0.00,-1.647,20.184,3043.39
2025-05-04 16:55:37.653,3400,160.00,320.00,0.00,0.00,-1.647,20.184,3043.39
