Pi Timestamp,Arduino Time (ms),Inlet Flow (L/min),Outlet Flow (L/min),Inlet Pressure (PSI),Outlet Pressure (PSI),Motor Current (A),Motor Voltage (V),Motor RPM
2025-05-04 16:53:51.294,100,0.00,0.00,0.00,0.00,-0.555,10.969,1762.36
2025-05-04 16:53:51.295,200,0.00,0.00,0.00,0.00,-0.555,10.969,1762.36
2025-05-04 16:53:51.297,300,0.00,0.00,0.00,0.00,-0.555,10.969,1762.36
2025-05-04 16:53:51.298,400,0.00,0.00,0.00,0.00,-0.555,10.969,1762.36
2025-05-04 16:53:51.329,500,0.00,80.00,0.00,0.00,-0.555,11.959,1762.36
2025-05-04 16:53:51.428,600,0.00,0.00,0.00,0.00,-0.555,11.959,1910.82
2025-05-04 16:53:51.530,700,0.00,80.00,0.00,0.00,-1.737,11.959,1910.82
2025-05-04 16:53:51.629,800,0.00,0.00,0.00,0.00,-1.737,12.993,1910.82
2025-05-04 16:53:51.727,900,0.00,80.00,0.00,0.00,-1.737,12.993,2032.59
2025-05-04 16:53:51.831,1000,80.00,0.00,0.00,0.00,-2.597,13.587,2032.59
2025-05-04 16:53:51.931,1100,0.00,80.00,0.00,0.00,-2.597,13.587,2145.57
2025-05-04 16:53:52.030,1200,0.00,80.00,0.00,0.00,-2.722,13.587,2145.57
2025-05-04 16:53:52.128,1300,0.00,80.00,0.00,0.00,-2.722,14.528,2145.57
2025-05-04 16:53:52.230,1400,80.00,80.00,0.00,0.00,-2.722,14.528,2257.32
2025-05-04 16:53:52.328,1500,0.00,160.00,0.00,0.00,-2.453,15.918,2257.32
2025-05-04 16:53:52.431,1600,80.00,160.00,0.00,0.00,-2.453,15.918,2369.63
2025-05-04 16:53:52.538,1700,80.00,160.00,0.00,0.00,-1.737,15.918,2369.63
2025-05-04 16:53:52.632,1800,0.00,160.00,0.00,0.00,-1.737,16.644,2369.63
2025-05-04 16:53:52.730,1900,80.00,160.00,0.00,0.00,-1.737,16.644,2465.06
2025-05-04 16:53:52.832,2000,80.00,160.00,0.00,0.00,-1.558,17.483,2465.06
2025-05-04 16:53:52.932,2100,80.00,320.00,0.00,0.00,-1.558,17.483,2587.98
2025-05-04 16:53:53.033,2200,80.00,160.00,0.00,0.00,-2.310,17.483,2587.98
2025-05-04 16:53:53.131,2300,80.00,160.00,0.00,0.00,-2.310,18.110,2587.98
2025-05-04 16:53:53.234,2400,160.00,160.00,0.00,0.00,-1.737,18.110,2681.38
2025-05-04 16:53:53.332,2500,80.00,320.00,0.00,0.00,-1.737,18.375,2681.38
2025-05-04 16:53:53.430,2600,80.00,320.00,0.00,0.00,-1.737,18.375,2731.82
2025-05-04 16:53:53.533,2700,160.00,160.00,0.00,0.00,-1.916,18.375,2731.82
2025-05-04 16:53:53.631,2800,160.00,160.00,0.00,0.00,-1.916,18.379,2731.82
2025-05-04 16:53:53.729,2900,80.00,400.00,0.00,0.00,-1.916,18.379,2751.81
2025-05-04 16:53:53.831,3000,160.00,240.00,0.00,0.00,-1.809,18.391,2751.81
2025-05-04 16:53:53.930,3100,160.00,160.00,0.00,0.00,-1.809,18.391,2751.04
2025-05-04 16:53:54.032,3200,160.00,240.00,0.00,0.00,-1.719,18.391,2751.04
2025-05-04 16:53:54.132,3300,160.00,240.00,0.00,0.00,-1.719,18.363,2751.04
2025-05-04 16:53:54.233,3400,160.00,240.00,0.00,0.00,-1.433,18.363,2762.31
2025-05-04 16:53:54.331,3500,160.00,240.00,0.00,0.00,-1.433,18.422,2762.31
2025-05-04 16:53:54.430,3600,160.00,320.00,0.00,0.00,-1.433,18.422,2753.84
2025-05-04 16:53:54.532,3700,160.00,320.00,0.00,0.00,-1.630,18.422,2753.84
2025-05-04 16:53:54.630,3800,240.00,240.00,0.00,0.00,-1.630,18.426,2753.84
2025-05-04 16:53:54.733,3900,160.00,400.00,0.00,0.00,-1.791,18.426,2762.01
2025-05-04 16:53:54.831,4000,240.00,240.00,0.00,0.00,-1.791,18.432,2762.01
2025-05-04 16:53:54.932,4100,160.00,320.00,0.00,0.00,-1.791,18.432,2766.13
2025-05-04 16:53:55.032,4200,160.00,240.00,0.00,0.00,-1.809,18.432,2766.13
2025-05-04 16:53:55.134,4300,240.00,400.00,0.00,0.00,-1.809,18.430,2766.13
2025-05-04 16:53:55.233,4400,240.00,320.00,0.00,0.00,-1.737,18.430,2766.16
2025-05-04 16:53:55.332,4500,160.00,320.00,0.00,0.00,-1.737,18.425,2766.16
2025-05-04 16:53:55.431,4600,240.00,400.00,0.00,0.00,-1.737,18.425,2769.19
2025-05-04 16:53:55.533,4700,160.00,320.00,0.00,0.00,-1.594,18.425,2769.19
2025-05-04 16:53:55.633,4800,240.00,320.00,0.00,0.00,-1.594,18.443,2769.19
2025-05-04 16:53:55.732,4900,240.00,240.00,0.00,0.00,-1.594,18.443,2769.45
2025-05-04 16:53:55.832,5000,240.00,400.00,0.00,0.00,-1.737,18.460,2769.45
2025-05-04 16:53:55.931,5100,160.00,320.00,0.00,0.00,-1.737,18.460,2784.73
2025-05-04 16:53:56.034,5200,240.00,320.00,0.00,0.00,-1.970,18.460,2784.73
2025-05-04 16:53:56.130,5300,240.00,320.00,0.00,0.00,-1.970,18.472,2784.73
2025-05-04 16:53:56.233,5400,240.00,320.00,0.00,0.00,-1.827,18.472,2768.10
2025-05-04 16:53:56.330,5500,240.00,400.00,0.00,0.00,-1.827,18.449,2768.10
2025-05-04 16:53:56.428,5600,240.00,400.00,0.00,0.00,-1.827,18.449,2770.34
2025-05-04 16:53:56.531,5700,240.00,320.00,0.00,0.00,-1.845,18.449,2770.34
2025-05-04 16:53:56.629,5800,240.00,400.00,0.00,0.00,-1.845,18.459,2770.34
2025-05-04 16:53:56.732,5900,240.00,320.00,0.00,0.00,-1.361,18.459,2809.78
2025-05-04 16:53:56.831,6000,240.00,480.00,0.00,0.00,-1.361,18.459,2809.78
2025-05-04 16:53:56.932,6100,240.00,640.00,0.00,0.00,-1.361,18.459,2738.09
2025-05-04 16:53:57.032,6200,240.00,400.00,0.00,0.00,-1.594,18.459,2738.09
2025-05-04 16:53:57.129,6300,240.00,320.00,0.00,0.00,-1.594,18.443,2738.09
2025-05-04 16:53:57.231,6400,240.00,320.00,0.00,0.00,-1.594,18.443,2786.54
2025-05-04 16:53:57.329,6500,240.00,480.00,0.00,0.00,-1.522,18.441,2786.54
2025-05-04 16:53:57.428,6600,240.00,400.00,0.00,0.00,-1.522,18.441,2758.10
2025-05-04 16:53:57.531,6700,240.00,560.00,0.00,0.00,-1.522,18.441,2758.10
2025-05-04 16:53:57.630,6800,240.00,400.00,0.00,0.00,-1.522,18.424,2758.10
2025-05-04 16:53:57.731,6900,240.00,400.00,0.00,0.00,-1.522,18.424,2777.82
2025-05-04 16:53:57.829,7000,240.00,400.00,0.00,0.00,-1.612,18.445,2777.82
2025-05-04 16:53:57.927,7100,320.00,400.00,0.00,0.00,-1.612,18.445,2782.18
2025-05-04 16:53:58.030,7200,240.00,320.00,0.00,0.00,-1.415,18.445,2782.18
2025-05-04 16:53:58.128,7300,240.00,320.00,0.00,0.00,-1.415,18.465,2782.18
2025-05-04 16:53:58.231,7400,240.00,480.00,0.00,0.00,-1.415,18.465,2766.15
2025-05-04 16:53:58.329,7500,240.00,400.00,0.00,0.00,-1.630,18.444,2766.15
2025-05-04 16:53:58.427,7600,240.00,320.00,0.00,0.00,-1.630,18.444,2777.78
2025-05-04 16:53:58.532,7700,320.00,400.00,0.00,0.00,-1.361,18.444,2777.78
2025-05-04 16:53:58.628,7800,240.00,480.00,0.00,0.00,-1.361,18.478,2777.78
2025-05-04 16:53:58.734,7900,240.00,480.00,0.00,0.00,-1.361,18.478,2786.38
2025-05-04 16:53:58.828,8000,240.00,400.00,0.00,0.00,-1.773,18.447,2786.38
2025-05-04 16:53:58.932,8100,320.00,400.00,0.00,0.00,-1.773,18.447,2767.93
2025-05-04 16:53:59.031,8200,240.00,400.00,0.00,0.00,-1.594,18.447,2767.93
2025-05-04 16:53:59.129,8300,240.00,480.00,0.00,0.00,-1.594,18.445,2767.93
2025-05-04 16:53:59.230,8400,240.00,400.00,0.00,0.00,-1.594,18.445,2776.69
2025-05-04 16:53:59.329,8500,320.00,400.00,0.00,0.00,-1.755,18.449,2776.69
2025-05-04 16:53:59.427,8600,240.00,400.00,0.00,0.00,-1.755,18.449,2783.05
2025-05-04 16:53:59.529,8700,240.00,400.00,0.00,0.00,-1.450,18.449,2783.05
2025-05-04 16:53:59.627,8800,240.00,320.00,0.00,0.00,-1.450,18.464,2783.05
2025-05-04 16:53:59.730,8900,320.00,400.00,0.00,0.00,-1.450,18.464,2779.48
2025-05-04 16:53:59.828,9000,240.00,400.00,0.00,0.00,-1.558,18.460,2779.48
2025-05-04 16:53:59.928,9100,240.00,400.00,0.00,0.00,-1.558,18.460,2774.81
2025-05-04 16:54:00.029,9200,320.00,400.00,0.00,0.00,-1.665,18.460,2774.81
2025-05-04 16:54:00.129,9300,240.00,480.00,0.00,0.00,-1.665,18.481,2774.81
2025-05-04 16:54:00.230,9400,240.00,400.00,0.00,0.00,-1.665,18.481,2812.05
2025-05-04 16:54:00.328,9500,320.00,320.00,0.00,0.00,-1.397,18.449,2812.05
2025-05-04 16:54:00.426,9600,240.00,480.00,0.00,0.00,-1.397,18.449,2749.05
2025-05-04 16:54:00.529,9700,240.00,400.00,0.00,0.00,-1.397,18.449,2749.05
2025-05-04 16:54:00.627,9800,320.00,400.00,0.00,0.00,-1.397,18.487,2749.05
2025-05-04 16:54:00.729,9900,240.00,480.00,0.00,0.00,-1.397,18.487,2779.06
2025-05-04 16:54:00.828,10000,240.00,480.00,0.00,0.00,-1.898,18.443,2779.06
2025-05-04 16:54:00.930,10100,320.00,480.00,0.00,0.00,-1.898,18.443,2789.31
2025-05-04 16:54:01.029,10200,240.00,400.00,0.00,0.00,-1.397,18.443,2789.31
2025-05-04 16:54:01.130,10300,240.00,320.00,0.00,0.00,-1.397,18.461,2789.31
2025-05-04 16:54:01.229,10400,320.00,560.00,0.00,0.00,-1.397,18.461,2778.19
2025-05-04 16:54:01.327,10500,240.00,400.00,0.00,0.00,-1.916,18.477,2778.19
2025-05-04 16:54:01.430,10600,240.00,400.00,0.00,0.00,-1.916,18.477,2782.75
2025-05-04 16:54:01.528,10700,320.00,480.00,0.00,0.00,-1.379,18.477,2782.75
2025-05-04 16:54:01.627,10800,240.00,400.00,0.00,0.00,-1.379,18.449,2782.75
2025-05-04 16:54:01.729,10900,240.00,480.00,0.00,0.00,-1.379,18.449,2776.97
2025-05-04 16:54:01.827,11000,320.00,400.00,0.00,0.00,-1.468,18.444,2776.97
2025-05-04 16:54:01.930,11100,240.00,480.00,0.00,0.00,-1.468,18.444,2777.20
2025-05-04 16:54:02.028,11200,240.00,480.00,0.00,0.00,-1.665,18.444,2777.20
2025-05-04 16:54:02.130,11300,320.00,480.00,0.00,0.00,-1.665,18.467,2777.20
2025-05-04 16:54:02.228,11400,240.00,400.00,0.00,0.00,-1.665,18.467,2779.35
2025-05-04 16:54:02.327,11500,240.00,400.00,0.00,0.00,-1.630,18.464,2779.35
2025-05-04 16:54:02.429,11600,320.00,320.00,0.00,0.00,-1.630,18.464,2783.24
2025-05-04 16:54:02.527,11700,240.00,400.00,0.00,0.00,-1.450,18.464,2783.24
2025-05-04 16:54:02.629,11800,240.00,560.00,0.00,0.00,-1.450,18.449,2783.24
2025-05-04 16:54:02.728,11900,320.00,320.00,0.00,0.00,-1.450,18.449,2798.16
2025-05-04 16:54:02.826,12000,240.00,480.00,0.00,0.00,-1.791,18.435,2798.16
2025-05-04 16:54:02.930,12100,320.00,480.00,0.00,0.00,-1.791,18.435,2760.22
2025-05-04 16:54:03.027,12200,240.00,480.00,0.00,0.00,-1.576,18.435,2760.22
2025-05-04 16:54:03.130,12300,240.00,480.00,0.00,0.00,-1.576,18.468,2760.22
2025-05-04 16:54:03.229,12400,320.00,400.00,0.00,0.00,-1.576,18.468,2777.81
2025-05-04 16:54:03.330,12500,240.00,560.00,0.00,0.00,-1.307,18.484,2777.81
2025-05-04 16:54:03.428,12600,240.00,400.00,0.00,0.00,-1.307,18.484,2779.87
2025-05-04 16:54:03.526,12700,320.00,560.00,0.00,0.00,-1.773,18.484,2779.87
2025-05-04 16:54:03.625,12800,240.00,640.00,0.00,0.00,-1.773,18.458,2779.87
2025-05-04 16:54:03.727,12900,320.00,400.00,0.00,0.00,-1.773,18.458,2784.83
2025-05-04 16:54:03.826,13000,240.00,480.00,0.00,0.00,-1.701,18.476,2784.83
2025-05-04 16:54:03.931,13100,240.00,400.00,0.00,0.00,-1.701,18.476,2779.58
2025-05-04 16:54:04.026,13200,320.00,400.00,0.00,0.00,-1.719,18.476,2779.58
2025-05-04 16:54:04.129,13300,240.00,400.00,0.00,0.00,-1.719,18.485,2779.58
2025-05-04 16:54:04.227,13400,240.00,480.00,0.00,0.00,-1.719,18.485,2786.12
2025-05-04 16:54:04.327,13500,320.00,320.00,0.00,0.00,-1.647,18.456,2786.12
2025-05-04 16:54:04.432,13600,240.00,560.00,0.00,0.00,-1.647,18.456,2779.40
2025-05-04 16:54:04.527,13700,320.00,560.00,0.00,0.00,-1.468,18.456,2779.40
2025-05-04 16:54:04.628,13800,240.00,560.00,0.00,0.00,-1.468,18.466,2779.40
2025-05-04 16:54:04.728,13900,240.00,400.00,0.00,0.00,-1.468,18.466,2785.99
2025-05-04 16:54:04.826,14000,320.00,400.00,0.00,0.00,-1.594,18.473,2785.99
2025-05-04 16:54:04.928,14100,240.00,560.00,0.00,0.00,-1.594,18.473,2782.07
2025-05-04 16:54:05.026,14200,320.00,480.00,0.00,0.00,-1.558,18.473,2782.07
2025-05-04 16:54:05.128,14300,240.00,400.00,0.00,0.00,-1.558,18.464,2782.07
2025-05-04 16:54:05.228,14400,240.00,400.00,0.00,0.00,-1.558,18.464,2776.06
2025-05-04 16:54:05.330,14500,320.00,320.00,0.00,0.00,-1.504,18.436,2776.06
2025-05-04 16:54:05.428,14600,240.00,480.00,0.00,0.00,-1.504,18.436,2785.92
2025-05-04 16:54:05.525,14700,240.00,480.00,0.00,0.00,-1.540,18.436,2785.92
2025-05-04 16:54:05.629,14800,320.00,320.00,0.00,0.00,-1.540,18.497,2785.92
2025-05-04 16:54:05.726,14900,240.00,400.00,0.00,0.00,-1.540,18.497,2778.34
2025-05-04 16:54:05.825,15000,320.00,320.00,0.00,0.00,-1.558,18.458,2778.34
2025-05-04 16:54:05.927,15100,240.00,400.00,0.00,0.00,-1.558,18.458,2782.25
2025-05-04 16:54:06.025,15200,240.00,400.00,0.00,0.00,-1.397,18.458,2782.25
2025-05-04 16:54:06.127,15300,320.00,560.00,0.00,0.00,-1.397,18.471,2782.25
2025-05-04 16:54:06.227,15400,240.00,400.00,0.00,0.00,-1.397,18.471,2792.70
2025-05-04 16:54:06.324,15500,320.00,560.00,0.00,0.00,-1.272,18.471,2792.70
2025-05-04 16:54:06.426,15600,240.00,480.00,0.00,0.00,-1.272,18.471,2776.42
2025-05-04 16:54:06.525,15700,240.00,640.00,0.00,0.00,-1.862,18.471,2776.42
2025-05-04 16:54:06.627,15800,320.00,320.00,0.00,0.00,-1.862,18.471,2776.42
2025-05-04 16:54:06.725,15900,240.00,400.00,0.00,0.00,-1.862,18.471,2778.59
2025-05-04 16:54:06.825,16000,320.00,480.00,0.00,0.00,-1.468,18.464,2778.59
2025-05-04 16:54:06.926,16100,240.00,320.00,0.00,0.00,-1.468,18.464,2791.83
2025-05-04 16:54:07.025,16200,240.00,560.00,0.00,0.00,-1.952,18.464,2791.83
2025-05-04 16:54:07.127,16300,320.00,400.00,0.00,0.00,-1.952,18.470,2791.83
2025-05-04 16:54:07.226,16400,240.00,560.00,0.00,0.00,-1.952,18.470,2779.91
2025-05-04 16:54:07.327,16500,320.00,560.00,0.00,0.00,-1.415,18.451,2779.91
2025-05-04 16:54:07.427,16600,240.00,400.00,0.00,0.00,-1.415,18.451,2781.80
2025-05-04 16:54:07.524,16700,240.00,480.00,0.00,0.00,-1.880,18.451,2781.80
2025-05-04 16:54:07.626,16800,320.00,480.00,0.00,0.00,-1.880,18.482,2781.80
2025-05-04 16:54:07.725,16900,240.00,560.00,0.00,0.00,-1.880,18.482,2775.58
2025-05-04 16:54:07.823,17000,320.00,400.00,0.00,0.00,-1.361,18.472,2775.58
