Pi Timestamp,Arduino Time (ms),Inlet Flow (L/min),Outlet Flow (L/min),Inlet Pressure (PSI),Outlet Pressure (PSI),Motor Current (A),Motor Voltage (V),Motor RPM
2025-05-04 16:24:09.580,139200,0.00,0.00,0.00,0.00,-1.379,6.936,966.85
2025-05-04 16:24:09.585,138900,0.00,0.00,0.00,0.00,-1.379,6.936,966.85
2025-05-04 16:24:09.586,139000,0.00,0.00,0.00,0.00,-1.379,6.936,966.85
2025-05-04 16:24:09.588,139100,0.00,0.00,0.00,0.00,-1.379,6.936,966.85
2025-05-04 16:24:09.590,139200,0.00,0.00,0.00,0.00,-1.379,6.936,966.85
2025-05-04 16:24:09.593,1393�100,0.00,0.00,0.00,0.00,-1.379,7.211,966.85
2025-05-04 16:24:09.598,200,0.00,0.00,0.00,0.00,-1.379,7.211,966.85
2025-05-04 16:24:09.599,300,0.00,0.00,0.00,0.00,-1.379,7.211,966.85
2025-05-04 16:24:09.601,400,0.00,0.00,0.00,0.00,-1.379,7.211,966.85
2025-05-04 16:24:09.611,500,0.00,0.00,0.00,0.00,-1.379,7.211,966.85
2025-05-04 16:24:09.710,600,0.00,0.00,0.00,0.00,-1.379,7.211,966.85
2025-05-04 16:24:09.809,700,0.00,0.00,0.00,0.00,-1.540,7.211,979.64
2025-05-04 16:24:09.911,800,0.00,0.00,0.00,0.00,-1.540,7.432,979.64
2025-05-04 16:24:10.012,900,0.00,0.00,0.00,0.00,-1.540,7.432,1031.17
2025-05-04 16:24:10.111,1000,0.00,0.00,0.00,0.00,-1.450,7.598,1031.17
2025-05-04 16:24:10.213,1100,0.00,0.00,0.00,0.00,-1.450,7.598,1031.17
2025-05-04 16:24:10.312,1200,0.00,0.00,0.00,0.00,-1.450,7.598,1047.61
2025-05-04 16:24:10.411,1300,0.00,0.00,0.00,0.00,-1.397,7.647,1047.61
2025-05-04 16:24:10.513,1400,0.00,0.00,0.00,0.00,-1.397,7.647,1047.61
2025-05-04 16:24:10.611,1500,0.00,0.00,0.00,0.00,-2.382,7.820,1064.69
2025-05-04 16:24:10.709,1600,0.00,0.00,0.00,0.00,-2.382,7.820,1064.69
2025-05-04 16:24:10.813,1700,0.00,0.00,0.00,0.00,-2.382,7.820,1079.90
2025-05-04 16:24:10.911,1800,0.00,0.00,0.00,0.00,-1.594,7.804,1079.90
2025-05-04 16:24:11.012,1900,0.00,0.00,0.00,0.00,-1.594,7.804,1079.90
2025-05-04 16:24:11.111,2000,0.00,0.00,0.00,0.00,-1.254,7.873,1098.23
2025-05-04 16:24:11.210,2100,0.00,0.00,0.00,0.00,-1.254,7.873,1098.23
2025-05-04 16:24:11.312,2200,0.00,0.00,0.00,0.00,-1.254,7.873,1122.72
2025-05-04 16:24:11.410,2300,0.00,0.00,0.00,0.00,-1.827,8.014,1122.72
2025-05-04 16:24:11.512,2400,0.00,0.00,0.00,0.00,-1.827,8.014,1122.72
2025-05-04 16:24:11.611,2500,0.00,0.00,0.00,0.00,-1.719,8.183,1133.54
2025-05-04 16:24:11.710,2600,0.00,0.00,0.00,0.00,-1.719,8.183,1133.54
2025-05-04 16:24:11.811,2700,0.00,0.00,0.00,0.00,-1.719,8.183,1151.75
2025-05-04 16:24:11.909,2800,0.00,0.00,0.00,0.00,-2.615,8.069,1151.75
2025-05-04 16:24:12.012,2900,0.00,0.00,0.00,0.00,-2.615,8.069,1151.75
2025-05-04 16:24:12.111,3000,0.00,0.00,0.00,0.00,-2.185,8.137,1143.24
2025-05-04 16:24:12.213,3100,0.00,80.00,0.00,0.00,-2.185,8.137,1143.24
2025-05-04 16:24:12.311,3200,0.00,0.00,0.00,0.00,-2.185,8.137,1165.57
2025-05-04 16:24:12.412,3300,0.00,0.00,0.00,0.00,-1.612,8.304,1165.57
2025-05-04 16:24:12.511,3400,0.00,0.00,0.00,0.00,-1.612,8.304,1165.57
2025-05-04 16:24:12.612,3500,0.00,0.00,0.00,0.00,-1.612,8.283,1176.67
2025-05-04 16:24:12.709,3600,0.00,0.00,0.00,0.00,-2.615,8.283,1176.67
2025-05-04 16:24:12.811,3700,0.00,0.00,0.00,0.00,-2.615,8.283,1191.32
2025-05-04 16:24:12.909,3800,0.00,80.00,0.00,0.00,-1.021,8.475,1191.32
2025-05-04 16:24:13.012,3900,0.00,0.00,0.00,0.00,-1.021,8.475,1191.32
2025-05-04 16:24:13.110,4000,0.00,0.00,0.00,0.00,-1.021,8.544,1202.78
2025-05-04 16:24:13.208,4100,0.00,0.00,0.00,0.00,-1.558,8.544,1202.78
2025-05-04 16:24:13.311,4200,0.00,80.00,0.00,0.00,-1.558,8.544,1202.78
2025-05-04 16:24:13.410,4300,0.00,0.00,0.00,0.00,-2.024,8.555,1207.50
2025-05-04 16:24:13.507,4400,0.00,0.00,0.00,0.00,-2.024,8.555,1207.50
2025-05-04 16:24:13.609,4500,0.00,80.00,0.00,0.00,-2.024,8.600,1216.19
2025-05-04 16:24:13.707,4600,0.00,0.00,0.00,0.00,-1.522,8.600,1216.19
2025-05-04 16:24:13.810,4700,0.00,0.00,0.00,0.00,-1.522,8.600,1216.19
2025-05-04 16:24:13.910,4800,0.00,80.00,0.00,0.00,-2.507,8.563,1212.58
2025-05-04 16:24:14.013,4900,0.00,0.00,0.00,0.00,-2.507,8.563,1212.58
2025-05-04 16:24:14.109,5000,0.00,0.00,0.00,0.00,-2.507,8.586,1217.48
2025-05-04 16:24:14.212,5100,0.00,80.00,0.00,0.00,-2.615,8.586,1217.48
2025-05-04 16:24:14.309,5200,0.00,0.00,0.00,0.00,-2.615,8.586,1217.48
2025-05-04 16:24:14.409,5300,0.00,80.00,0.00,0.00,-1.325,8.660,1228.76
2025-05-04 16:24:14.510,5400,0.00,80.00,0.00,0.00,-1.325,8.660,1228.76
2025-05-04 16:24:14.612,5500,0.00,80.00,0.00,0.00,-1.325,8.757,1243.08
2025-05-04 16:24:14.707,5600,0.00,0.00,0.00,0.00,-1.952,8.757,1243.08
2025-05-04 16:24:14.810,5700,0.00,0.00,0.00,0.00,-1.952,8.757,1243.08
2025-05-04 16:24:14.912,5800,0.00,80.00,0.00,0.00,-2.113,8.762,1233.78
2025-05-04 16:24:15.010,5900,0.00,80.00,0.00,0.00,-2.113,8.762,1233.78
