Pi Timestamp,Arduino Time (ms),Pulse Count (Inlet)
2025-05-05 02:45:13.948,1000,0
2025-05-05 02:45:14.447,1500,0
2025-05-05 02:45:14.947,2000,0
2025-05-05 02:45:15.447,2500,0
2025-05-05 02:45:15.946,3000,0
2025-05-05 02:45:16.446,3500,0
2025-05-05 02:45:16.946,4000,0
2025-05-05 02:45:17.446,4500,0
2025-05-05 02:45:17.945,5000,0
2025-05-05 02:45:18.445,5500,0
2025-05-05 02:45:18.945,6000,0
2025-05-05 02:45:19.445,6500,0
2025-05-05 02:45:19.944,7000,0
2025-05-05 02:45:20.444,7500,0
2025-05-05 02:45:20.944,8000,0
2025-05-05 02:45:21.443,8500,0
2025-05-05 02:45:21.943,9000,0
2025-05-05 02:45:22.443,9500,0
2025-05-05 02:45:22.943,10000,0
2025-05-05 02:45:23.442,10500,0
2025-05-05 02:45:23.946,11000,0
2025-05-05 02:45:24.442,11500,0
2025-05-05 02:45:24.941,12000,0
2025-05-05 02:45:25.445,12500,2
2025-05-05 02:45:25.945,13000,3
2025-05-05 02:45:26.441,13500,3
2025-05-05 02:45:26.940,14000,4
2025-05-05 02:45:27.444,14500,4
2025-05-05 02:45:27.944,15000,4
2025-05-05 02:45:28.439,15500,4
2025-05-05 02:45:28.939,16000,4
2025-05-05 02:45:29.443,16500,4
2025-05-05 02:45:29.943,17000,4
2025-05-05 02:45:30.438,17500,4
2025-05-05 02:45:30.942,18000,4
2025-05-05 02:45:31.442,18500,2
2025-05-05 02:45:31.941,19000,1
2025-05-05 02:45:32.437,19500,0
2025-05-05 02:45:32.941,20000,0
2025-05-05 02:45:33.441,20500,0
2025-05-05 02:45:33.940,21000,0
2025-05-05 02:45:34.440,21500,0
2025-05-05 02:45:34.940,22000,0
2025-05-05 02:45:35.439,22500,0
2025-05-05 02:45:35.939,23000,0
2025-05-05 02:45:36.439,23500,0
2025-05-05 02:45:36.939,24000,0
2025-05-05 02:45:37.438,24500,0
2025-05-05 02:45:37.938,25000,0
2025-05-05 02:45:38.438,25500,0
2025-05-05 02:45:38.937,26000,0
2025-05-05 02:45:39.437,26500,0
2025-05-05 02:45:39.937,27000,0
2025-05-05 02:45:40.437,27500,0
2025-05-05 02:45:40.936,28000,0
2025-05-05 02:45:41.436,28500,0
2025-05-05 02:45:41.936,29000,0
2025-05-05 02:45:42.435,29500,0
2025-05-05 02:45:42.935,30000,0
2025-05-05 02:45:43.435,30500,0
2025-05-05 02:45:43.935,31000,0
2025-05-05 02:45:44.434,31500,0
