Pi Timestamp,Arduino Time (ms),Inlet Flow (L/min),Outlet Flow (L/min),Inlet Pressure (PSI),Outlet Pressure (PSI),Motor Current (A),Motor Voltage (V),Motor RPM
2025-05-04 17:18:42.783,200,0.00,0.00,0.00,0.00,-2.024,9.940,1386.66
2025-05-04 17:18:42.784,300,0.00,0.00,0.00,0.00,-2.024,9.940,1386.66
2025-05-04 17:18:42.784,400,0.00,0.00,0.00,0.00,-2.024,9.940,1386.66
2025-05-04 17:18:42.819,500,0.00,0.00,0.00,0.00,-2.024,9.940,1386.66
2025-05-04 17:18:42.919,600,0.00,0.00,0.00,0.00,-2.024,9.940,1431.57
2025-05-04 17:18:43.019,700,0.00,0.00,0.00,0.00,-1.236,9.940,1431.57
2025-05-04 17:18:43.120,800,0.00,0.00,0.00,0.00,-1.236,9.942,1431.57
2025-05-04 17:18:43.218,900,80.00,80.00,0.00,0.00,-1.236,9.942,1441.97
2025-05-04 17:18:43.321,1000,0.00,0.00,0.00,0.00,-1.845,9.954,1441.97
2025-05-04 17:18:43.419,1100,0.00,0.00,0.00,0.00,-1.845,9.954,1433.94
2025-05-04 17:18:43.518,1200,0.00,0.00,0.00,0.00,-1.200,9.954,1433.94
2025-05-04 17:18:43.620,1300,80.00,0.00,0.00,0.00,-1.200,9.914,1433.94
2025-05-04 17:18:43.718,1400,0.00,0.00,0.00,0.00,-1.200,9.914,1443.81
2025-05-04 17:18:43.821,1500,80.00,0.00,0.00,0.00,-1.880,9.928,1443.81
2025-05-04 17:18:43.919,1600,80.00,0.00,0.00,0.00,-1.880,9.928,1441.23
2025-05-04 17:18:44.021,1700,0.00,0.00,0.00,0.00,-1.236,9.966,1441.23
2025-05-04 17:18:44.119,1800,80.00,0.00,0.00,0.00,-1.236,9.966,1441.23
2025-05-04 17:18:44.218,1900,0.00,0.00,0.00,0.00,-1.236,9.966,1430.40
2025-05-04 17:18:44.320,2000,0.00,0.00,0.00,0.00,-2.167,9.947,1430.40
2025-05-04 17:18:44.419,2100,80.00,0.00,0.00,0.00,-2.167,9.947,1436.30
2025-05-04 17:18:44.522,2200,160.00,0.00,0.00,0.00,-1.200,9.948,1436.30
2025-05-04 17:18:44.619,2300,0.00,0.00,0.00,0.00,-1.200,9.948,1436.30
